movie_id,movie_name,created_at,top5pos,top5neg
621121.0,Thief,1999.0,"Mann, who has made other films such as 'The Last of the Mohicans' (1992) and 
a great companion piece to 'Thief' entitled 'Heat' from 1995 with Al Pacino and 
Robert De Niro and the force behind the 80's television series 'Miami Vice', 
chooses his camera angles carefully and uses tight editing and feisty
lighting in 
'Thief' that enhances the film's final outcome.; Also scripted by Mann from the 
book 'The Home Invaders' by Frank Hohimer, it has a flow of such natural 
dialogue to match the best crime scenes ever filmed and the characters are 
totally unsympathetic for an extra focus on reality.; The film's basic message is survival and uses the old morality statement that 
there is no loyalty among thieves and the picture's original music score by 
Tangerine Dream and the arresting cinematography by Donald Thorin impact 
the story just as well as any academic thought the director ever had.; A retrospective movie review by Walter Frith Director Michael Mann's moody crime film 'Thief' from 1981 is a film of such 
slick, original and invigorating visuals that it's hard to imagine the film
made any 
other way once you've seen the entire thing.; James Caan is a lifelong thief who has spent over a decade in prison and can't 
reform his ways after release.","It bothers me sometimes 
that motion pictures take a protagonist who chooses the wrong path in life and 
they are made out to be sympathetic.; The formatting of the review is likely to differ from the original due
to ASCII to HTML conversion."
643571.0,Unbreakable,1998.0,"Excellent!; This may disappoint those expecting just another atmospheric thrill
ride: ""Unbreakable""'s deliberate and erudite style makes for a very
different cinematic experience.; At times he
succeeds, and those grand hushed segments are a welcome change from the
noise and clutter of most films.; Jackson is
one of the better actors of our time, and here he turns in yet another
great performance as the ever injured Elijah.; It's engaging, it's
mysterious, perhaps even unbelievable to the more cynical in our society,
but ultimately the film is an excellent demonstration of what a great
director, a solid script, a deeper, meaningful message and well crafted
characters can bring to a theatrical presentation as such.","But his adherence to a
recycled formula is disappointing all the same.; Sadly, the answer is neither, though an overexcited populace
spoon-fed on a year's worth of hype is likely to lean toward the latter
owing to severe disappointment.; Prepare
yourself for rampant symbolism (and, unfortunately, at least one, extended
product placement that I found annoying).; The banal talk in ""Unbreakable""
cannot sustain the weight of Shyamalan's movie, making this
one a disappointing follow-up to his superior work of last
year.; He seems to walk around as if in a trance, virtually catatonic to the point of being a zombie."
644519.0,U Turn,1994.0,"Believe it or not, I enjoyed ""U-Turn"" a lot.; But, although much was different 
about the way the movie was put together, it still bears many hallmarks 
of recent Stone productions.; Yet, although Stone has clearly 
made this motion picture with his tongue planted firmly in his cheek, he 
nevertheless manages to capture all of the tension and mystery necessary 
to hold the viewer's interest.; He now makes a u-
turn in his career without giving up his favorite theme--what
characters do in extreme situations--and comes up with a fun
movie, one which allows him to relax a bit and send up a few
Hollywood gems of the genre.; Nevertheless, for those who enjoy movies on the edge, U-TURN offers just 
the trajectory you might expect.","Make no mistake,
there is no misunderstanding Stone's latest film 'U-Turn' as it is simply a
low key re-hash of 'Natural Born Killers' given a soap opera twist, wretched
characters whom we care nothing about and the film is blatantly pointless.; I'm not a big fan of this sort of camera trickery, 
since it seems designed more to show off a director's pretentiousness 
than to add anything significant to the motion picture.; Rated R.  Running
Time: 125 minutes.; We are not 
supposed to sympathize with this guy.; If this
sounds like 'Double Indemnity' in the wild west, it just might be."
648723.0,Whipped,1998.0,"It's not romantic and it's not
sexy, but it's definitely got some yucks and should be a definite tool of
the trade for those still in the dating world.; The frank
portrayal of jesting character attacks between male friends is
accurate and entertaining.; Credit Amanda Peet for delivering yet another charming
performance and Judah Domke for having some of the funniest lines in the
movie, as the one guy in the crew who is ""happily"" married.; It was also very, very funny and contained great dialogue!; And despite a certain feeling of deja-vu, this film does move along
nicely, delivers a cool soundtrack and for once, gives us a little more
insight into the women's point of view.","WHIPPED, however, features some of the worst acting this side 
of a high school play.; To say Zorie Barber acts poorly would be far too kind.; The movie, which badly wants to be a THERE'S 
SOMETHING ABOUT MARY version of DINER, has a script that is disgustingly 
crude but almost never funny.; You 
wouldn't think that a writer or director would have the courage to film a 
romance with nary an ounce of heart or soul, but Cohen has done just 
that--and fails miserably at every turn.; Jealously and hormones rage, but Whipped
becomes bogged down with contrived voice-overs make the film choppy and
annoying So what is Mia's story?"
656563.0,Rich in Love,1987.0,"The dynamics of their interaction is representative of
what is happening in so many young families today.; They are human with the strengths and foibles common to real
people.; There are secrets
that lie just beneath the surface and the emotions that these two go
through run the gamut from quiet affection to open hostility.; RICH IN LOVE has a lot going for it, including a
certain warmth and character insight that many movies lack.; We can understand and empathize
with each of them - their flaws, their fears, their dreams, and their
hopes.","There are several story lines with dramatic potential that
are introduced only to be ignored.; The creative team might have
been better served to go with a more ambiguous ending instead of one
without the same spirit and deep sense of character as the rest of the
film.; The formatting of the review is likely to differ from the original due
to ASCII to HTML conversion."
657811.0,Lassie Come Home,1998.0,"My son Jeffrey, age 7 1/2, gives the
picture thumbs up and says, ""I liked it a lot!""; One of my favorite parts of the film is the music by Daniele
Amfitheatrof.; What makes the story, scripted by Hugo Butler and Eric Knight, so
endearing and fresh is the pureness of its emotions.; I first saw this movie at
the very early age and it was one of the most memorable
movie experiences in my life.; But even those who don't appreciate
this social aspect of the film would enjoy it, because it is
well-told and interesting adventure story, full of not so
spectacular, but really moving and memorable scenes.","It is not rated, but would get
a G.  There is no sex, nudity, or bad language.; At first glance, LASSIE COME HOME might look like nothing
more than standard Old Hollywood tearjerker.; They did not even have enough for a
full meal for the humans in the family.; Well, at least they put up
a good front.; The formatting of the review is likely to differ from the original due
to ASCII to HTML conversion."
668372.0,Nobody,1994.0,"""Nobody"" is a conventional action-thriller that works particularly well 
because of director Ohkawa's expertise in stylish filmmaking, with a noir 
undertone and a collision of effective, chic elements, including moody 
camerawork, a memorably creepy music score, and thrilling action setpieces.; A substantial amount of suspense is mustered up in many masterful scenes, 
including one in which Konishi foolishly meets the two remaining villains in 
a restaurant, expecting to simply talk with them, and another in which Nambu 
has a confrontation with an unidentified man in a black car that takes a 
violent turn.; The color scheme of the film only adds to the atmosphere, as 
the night scenes are lit in varying shades of blue and black, while the day 
scenes are painted as gloomy and rather pallid.; In Japanese with English subtitles.; Just when they begin 
to realize they probably will never see them again, they unexpectedly come 
into contact with one of the culprits and beat him up in the same manner that 
they did to Konishi.","Shundo Ohkawa's direction is meant to be glossy, high-tech, but suffers
from being amateurish and outdated, overrun with trick camera shots to
capture the violence.; Worst of all is the film's last few 
seconds, which are a complete and utter letdown that shows Taki has not 
actually won anything.; The protagonists were three unlikable snobs, concerned
with their image, talking about name-brand products as if someone was an
idiot who didn't adhere to their tastes, and getting into the tussle
because they were loudly attacking the other table for being tacky.; Unfortunately, ""Nobody"" becomes problematic in its cheap conclusion and 
wrap-up section, which includes a terribly-performed, artificial scene 
between Taki and his girlfriend, which, to begin with, is an inadequately 
developed relationship that has not earned the right to be as emotionally 
rewarding as it's supposed to be.; NOBODY (director/writer: Shundo Ohkawa; cinematographer: Hiroshi Ogata;
editor: Yoshio Kitazawa; cast: Masaya Kato (Taki), Jimpachi Nezu
(Detective Karaki), Riki Takeuchi (Nanbu), Hideo Nakano (Konishi),
Hiromi Nakajima (Rika), Yumi Nishiyama (Reiko); Runtime: 100; Phaedra
Cinema; 1999-Japan) A bloodthirsty revenge film based on a childish incident in a nightclub,
where three yuppie office workers make fun of the way three men at the
next table are dressed."
695489.0,Mrs. Doubtfire,2001.0,"MRS. DOUBTFIRE is great fun.; He was very funny with the kids, and they loved him unlike
his wife who decided she could not stand him.; I STRONGLY recommend this movie to
everyone and rate it *** 1/2.; You can feel his pain in this movie, and his humor is
incredible.; But MRS. DOUBTFIRE manages to carve out its own
space, particularly through the surprisingly honest moments involving a
judge's decision and the ultimate status of Daniel and Miranda's
relationship.","Most of the gags here do not even require the major premise of the film,
they are just generic learning to cook gags.; I will not say I was a big fan of TOOTSIE, but at least it attempted a
little more substance than this light-weight comedy.; Too many of the scenes are just
obvious and mechanical.; Not the least of these flaws is that even using a
bodysuit and mask, the Doubtfire costume would take on the order of fifteen
minutes to put on and perhaps as long to take off.; The plot of MRS. DOUBTFIRE is a combination of worn-out formulas,
silly coincidences, and weary contrivances."
707037.0,Stalked,1988.0,"Of course, really, this is the story of restauranteur Brooke
Daniels.; The opening sequence, contrived quite a bit, brings
Daryl and Brooke (the victim) together.; When Daryl returns, he
enters the house, of course, so our heroine is in danger.; Please direct comments/criticisms of the review to relevant newsgroups.; He overdoes it, in other words, but he still
manages to be creepy enough to pass as the type of stalker the story
demands.","Synopsis:  A mentally unstable man undergoing psychotherapy saves a boy
from a potentially fatal accident and then falls in love with the boy's
mother, a fledgling restauranteur.; Events like these lead to the inevitable showdown between stalker and
stalked, where only one survives (guess who it invariably always is and
you'll guess the conclusion to this turkey).; STALKED receives two stars because, even though it is highly derivative and
somewhat boring, it is not so bad that it cannot be watched.; Comments:  STALKED is yet another in a seemingly endless string of
spurned-psychos-getting-their-revenge type movies which are a stable
category in the 1990s film industry, both theatrical and direct-to-video.; So we know who the stalker is even before the movie starts; no
guesswork required."
715305.0,Sugar Town,1997.0,"A thoroughly enjoyable
movie, it is full of laughs, small and large.; A solid ""B"" film.; It's the
kind of work that Robert Altman does well and, considering my mixed
feelings about Anders' Grace of My Heart, a major improvement and a
delightful slice of life tale of folk both rising and falling in the
Hollywood entertainment industries.; As a rabid supporter of the independent film scene, this act of daring
and unconventionality pleased me immensely.; Better than those two, however, is
Brenneman, who is a refreshing breeze of believability amid the inanity;
and the killer duo of Jerry and Ben Stiller, who deliver the film's only
funny moments as Cate's father-son superiors at the record company.","Instead, we see
dull caricatures that are but pawns in a poorly conceived game.; Jade Gordon, playing a selfish mediocre singer, is annoying (but perhaps
that's her job).; That
the Stillers only have (at most) five minutes of total screen time shows
how tedious and, worst of all, painfully laugh-free the rest of the
film's scant running time is.; Their lead song, ""gravy-stained
girl,"" sounds terrible, at least according to Nerve (Vincent Berry), a
devilish 12-year-old recently dumped on Clive's doorstep.; Unlike _Sugar_Town_, where the lesser plot threads are evened out by
more interesting ones, the focus in _The_Suburbans_ lies squarely on the
film's least interesting character: Danny--hardly surprising, since Ward
is also the director."
717552.0,Network,2000.0,"Paddy
Chayefsky's dark exposé of this industry, Network, is savage, hilarious,
and strangely powerful.; Terms that should not be used 
to describe it:  ""light,"" ""breezy,"" ""inconsequential,"" ""amiable,"" 
""pleasant,"" and ""hilarious.""; Each
performance, no matter how minor, is excellent with particular
standouts being Peter Finch and Faye Dunaway.; It gets its point across very well through its pungent darkness and
Chayefsky's amazing script.; This is Lumet's message to the audience, and it, like 
NETWORK, is just as pertinent today as it was in 1976.","Network starts out with idealistic people
like me in mind, but then let's us know that there is absolutely no
room for realism where money and ratings are involved and leaves us
behind in the first fifteen minutes.; In fact,
if there was only one weakness in the entire movie it would be that in
some scenes the dialogue is so unbelievably cruel that we can't
believe that people actually talk like this.; In an attempt to reverse its fortunes, UBS decides to can Beale 
and bring in someone new.; However, most of the credit should go to the script which was written
by Paddy Chayefsky who actually worked for a large network before
turning to screen writing.; Since then, however, 
television in general, and the news in particular, has become so openly 
grotesque and sensationalistic that NETWORK's finale seems more credible 
than appalling."
723186.0,Dracula,1997.0,"""Excellent!""; Absolutely perfect!; Absolutely
amazing.; This understated actor's range
is incredible.; The interior of the castle was
especially well done, I feel.","I found most of rest of the cast extremely forgettable.; Much of the acting was wooden
for far too long.; She is dull and self involved and the character never changes
from this sort of ""lifeless"" state.; The connection between feeding on victims and sex
is bludgeoned into us, using so heavy-handed an approach that even a
seduction/rape scene involving three women is nothing more than a
turn-off.; Unfortunately none of this passion shows up on the screen."
736566.0,Duel,2001.0,"This is because Matheson's sharp but
simple story works almost entirely on a primal level: territorial
dominance and the battle for survival.; ""Sugarland
Express"" is a witty, subtle road movie that has a stunningly powerful
conclusion.; Weaver, best known for his cowboy detective McCloud, is an unusual but
effective choice for the role of the bewildered, victimized motorist.; ""Jaws"" is the best blockbuster Summer movie ever
made.; Spielberg's early triumph in this film is still one of his most
memorable achievements.","Even though
it was intended for television, film's pacing and tension is hurt by
ad breaks.; Think of that awful ending to ""Amistad"" or
the glutionous saccharine sentiment that is all-pervading in ""Hook""
and ""The Color Purple"".; What could any
man do when faced with this fume-spouting monolith ?; Indeed, it's very _lack_ of anything
unusual becomes suspicious.; Mann is quite
obviously Man, and his blood-red car is as nondescript and generic a
vehicle as you would find."
738404.0,Armageddon,1941.0,"Billy Bob Thornton plays the leader of Mission Control, and it's very
refreshing to see him be given a normal part for once, after years of
playing Southern grotesques.; ""The Tears"" is the
chapter in Tom Wolfe's novel The Right Stuff that describes John Glenn's
heroic Mercury orbital flight in 1961 and the stunning, overwhelming
reception that he received on his return.; ""Armageddon"" prides itself in being glossy but has no real delusions about
what it is and what it isn't, and while this isn't totally commendable,
it's still mildly distracting for 2 1/2 hours, and admittingly very
entertaining, which is something which is pretty good for us every now and
then.; Armageddon, the second of this year's death-from-above thrillers (the
first being Deep Impact), has entered our atmosphere.; ""Armageddon"" was directed by Michael Bay, who directed ""Bad Boys"" and the
wonderfully entertaining ""The Rock,"" a film that, like this, doesn't take
itself totally seriously (sometimes this does, but then it pulls itself
right out of the ditch it creates), and features the infamous use of
hyper-hyper-editing.","The military subplot that's
thrown in is just plain ludicrous.; But at least the mediocre doomsday
script is spiced up with implausible events (such as Gatling guns) to
increase the number of booms and bangs.; What can I
say but that the laws of physics are strung up by the thumbs and
violated in the worst way, that the folks on screen are cut from
varying thicknesses and grades of cardboard, that the broad outlines of
the film are trivially predictable, that the bomb is defused/asteroid
destroyed with 3 second left on the clock, that the special effects
departments are the biggest component of the credits and that there's a
cute dog that doesn't die?; Comparatively, the space scenes are nothing special, and even border on
bland.; The wafer thin plot of Armageddon can't hold up to any scrutiny
whatsoever."
742656.0,Gilda,1997.0,"A
fascinating film for all the dark avenues it opened up sexually for
future films.; The clearest summation of the story comes in
the film's most sensational and memorable scene, as Gilda is dressed in
a tight-fitting black satin evening gown and sings 'Put the Blame on
Mame,' intoning in an erotic manner what is eating away at Johnny while
suggesting a full striptease by removing a glove.; Martel (Little Man); Runtime: 110; Columbia; 1946) A steamy noir for its time, featuring the sultry, long hair-tossing Rita
Hayworth, the hard-boiled Glenn Ford, and the sinister George Macready.; Ballin is not only the possessive type, but he's a dangerous hombre
and threatens anybody who messes with his goods.; Glenn's behavior is so
complex, that his actions toward Gilda after they marry, seem to be best
explained as a way he devised for punishing her for marrying and then
for leaving Macready.","The story is
absurd and could not be anything but risible, if if wasn't for the
bizarre performances by the stars to give it credibility.; Spoiler in the next paragraph.; The formatting of the review is likely to differ from the original due
to ASCII to HTML conversion.; By this time Johnny realizes he
loves her and they both realize they had been stinkers as they get back
together."
746419.0,Father of the Bride,1994.0,"An enjoyable family film.; The new one has a lot of laughs and good,
old-fashioned tears, but it doesn't quite work as well as the Spencer
Tracy version.; It is still a very watchable film with legendary stars and a great
director.; The
real humanity is in the characters in BEAUTY AND THE BEAST.; On the
other hand, her one-on-one basketball is one of the best scenes in the
movie and we do have some reason to think there's more to her than a
well-thumbed copy of BRIDE'S MAGAZINE.","Martin Short plays the flamboyant wedding coordinator, playing  it
as an offensive cliche with an incomprehensible and obviously synthetic
accent.; The only good thing
about Short's performance, which is blown up beyond all reason to
accommodate his presence in the movie, is that Martin's reactions are
markedly less homophobic as the wedding plans proceed and Martin becomes
reconciled to hosting the most tasteless wedding ever seen in San
Marino, California.; She has
one scene where she rather gently asserts herself, but mostly she comes
off as a money-spending machine.; George turns this
meeting into an embarrassment big enough to last a lifetime.; Steve Martin
and Diane Keaton make a likable married couple in the live-action film, but
they do not have much human complexity."
760524.0,Titanic,1994.0,"She is brilliant, even better than the outstanding DiCaprio.; Highly
Recommended.; it might not be the best movie in
the world.. but it ranks fairly highly and is well worth the time
spent watching it.; And yet, despite its
phoniness and brainlessness, it is still a damn good movie because it
entertains pleasantly and is beautiful to watch.; The romance between Rose and Jack
certainly evokes a passion and sense of love that is unlike most other tragic
love stories.","The result is typically a jumbled mess of 
clichés.; One can admire Cameron for making poor people
the heroes of his megabudget movie, but when the characters are 
stereotyped this baldly, he doesn't do anybody any favors.; The story is full of cliched characters, (the creepy
man who the nice girl has to marry, the poor boy with heart, the
stuck-up mother) and poor dialogue (the script consists of lots of
in-jokes of how the boat won't sink, and most of the dialogue is
pretty basic) It's a shame really, as the audience does have to sit
through 3 hours of this film.; Without good dialogue, a film could
become a very long, very boring film (like Camerons own
Terminator 2, 1992) But, luckily, there are some redeeming
features that make the story and dialogue problems just disappear.; But Cameron's film is
also a serious disappointment."
771099.0,Speed,2001.0,"Jan de Bont, after spending lots of his career on
the sets of great directors, learned couple of tricks, and
it shows - SPEED is really entertaining film, full of
breathtaking stunts, explosions, chases and other
spectacular actions.; Still, there is the Keanu question, and the fortunate answer is
that Jack Traven is the perfect role for Reeves.; Well,
fortunately every so often Hollywood does come out with suspenseful
thrilling gems like SILENCE OF THE LAMBS, THE FUGITIVE, and IN THE LINE
OF FIRE ... movies that have wonderful performances, believable and
engaging characters and events, and taut plot lines.; Just explosions and great visuals.; I never thought I'd be saying this, but Keanu Reeves does an
excellent job.","No plot.; No
actors.; The impression
is becoming even worse when SPEED gets compared with action
genre classics like DIE HARD or ALIENS, that could entertain
the audience for years afterwards.; Unfortunately, those qualities seem to
wear off on the second viewing, when the critical audience
becomes painfully aware of paper characters, lot of
implausibilites, lack of originality and whole series of
plot holes who could devour entire galaxies.; A psycho bomber rigs a bus full of people so that if
it falls below 50 MPH it explodes."
785641.0,Country,1995.0,"A MAN FOR ALL SEASONS (1966):  This is probably my favorite of all
time.; A strong piece of human drama.; It will not be for all tastes, but it is a fine film.; Thomas More is a man of wit and brilliance and,
above all, integrity.; In the days before videotape, I had it on audiotape and played it
often once or twice a week.","the quality of these films is spotty at best.; Every month cable dredges up a bunch of older films to fill up their
programming schedules.; The formatting of the review is likely to differ from the original due
to ASCII to HTML conversion.; The people looked the part and acted the
part.; This
month seems to have a better selection of filler films than usual."
791136.0,Bird,1998.0,"Although
lengthy, and often dwelling on the more lurid aspects
of Parker's life, it is an excellent film.; The wonderful thing about the film portrayal of Parker, and for which we
can give great thanks to director Clint Eastwood, is that these contradictions
are laid out unflinchingly.; She is the perfect wife, the
perfect mix of resignation, tolerance and exasperation.; We also hear a great deal of Parker's
sax playing.; Whitaker gives a warm and winning performance.","But this goes
too far.; And why
give Red Rodney such prominence, when Rodney was at best an occasional
collaborator?; One that
particularly annoyed me: where are the other musicians?; The story of Bird and Rodney's tour through the South, where
Rodney was billed as Albino Red to avoid redneck wrath on an integrated band,
while true, is blown way out of proportion, as Rodney himself has said.; A hornman riding ""one lousy B-flat"" with honks, grunts, exaggerated gestures
and sweat was common by the late 40s."
792101.0,Bats,1999.0,"You will find that you have inside of you more great one-line insults then
you ever imagined!; Your Comments Appreciated!; I love Alfred Hitchcock's The Birds, almost as much as I love the short
story on which it is based.; Something like the underground worm
thriller `Tremors' had just the perfect mixture of these elements, and
in return, the film was tremendous fun.; The question
is just how, and, even if Bats doesn't hide that quite as well as, say,
Mimic does, it still manages to satisfy.","A terrible start.; Unfortunately, `Bats' is a prime example of a
formula movie done terribly, terribly wrong.; The movie falls back on every tired horror movie cliché.; The only saving grace of Bats, the
movie, is to be found in the special effects.; Playing such
characters does not help actors' careers."
798383.0,Scrapbook,2001.0,"This is a minor criticism for such an incredible first movie.; I
can't think of another film where the relationship between two brothers
brought me to tears, these being the bittersweet tears of joy.; The delightfully sunny first act turns into a powerful second act that
delves deeply into the true meaning of the love and responsibilities of
brotherhood.; It presents real adolescence, warts and all,
and that is what touches you deeply.; Although it does sometimes feel rather like an after-school special, the
movie reduced me to tears on many occasions as it considers genuine
subjects -- the joy of young love, what it means to be a brother,
falling into the wrong crowd -- that most movies reduce to clichés.","""Excuse me,
they're legally challenged?""; At one point I got really angry at the movie, but then I realized that
my anger was misplaced.; It is not yet rated but will
probably be an R for some normal high school profanity, a little
violence and mature themes.; SCRAPBOOK runs a little too long at 1:50.; In SCRAPBOOK, Curt Martin, a shy high school kid with average looks and
with a popular, older, high school brother, has recently won the lead in
the big school play."
799801.0,Psycho,1987.0,"If the first
version had been destroyed, this might make more sense, but it's still around
and it's still a great film.; Although this new, ""Psycho,"" is, in my mind, the best horror film of the 
year, I have a feeling that most people unfamiliar with the original 
will not like it very much.; Chad Everett is hilarious as the lecherous Texan businessman.; I don't know if it was the black-and-white or the fact that I had
never seen the movie before, the first time I saw this movie it was much
more exciting.; This is one of the most
recognized and best film scores of all time.","It is then a big disappointment that Vince Vaughn is terribly
miscast.; Why is Arbogast wearing such a ridiculous hat?; Now I
wonder why I paid money to go in the theater to watch a mildly
entertaining imitation rather than stayed at home and watched ""Vertigo,""
or something.; The marvelous cast on hand is a complete waste of time and
talent.; His obvious talent aside, Vaughn was
simply miscast."
811864.0,Clean Slate,1999.0,"The greatest is probably the  
performance of Carvey, in a role analagous in many ways to Bill Murray's  
in GROUNDHOG DAY.; Young people may grow up quickly in today's complicated world, but
still they seem to want pop heroes who are in perpetual childhood.; CLEAN SLATE is that rare comedy which simply never goes  
exactly where you expect it to go.; So it qualifies as one of the most  
unexpected surprises of the year that CLEAN SLATE turns out to be an  
absolutely delightful comedy.; The cast is solid.","It's also problematic personally, as he seems to  
be involved with at least two women, one of whom (Valeria Golino) is  
supposed to be dead.; For all its promise and 
possibilities, this film manages to be nothing more than forgettable.; One of the most disappointing things about this film is that it could 
have been so much better, either as a mystery or a comedy.; His  
""Saturday Night Live"" characters were usually caricatures, and the  
WAYNE'S WORLD films and the horrible OPPORTUNITY KNOCKS simply  
regurgitated those characters.; Yet, mysteriously, 
the result is a unsatisfying mix of a hard-to-swallow gumshoe tale and a 
pedestrian comedy."
820912.0,Persuasion,2000.0,"I can not use it here as it gives away a
key fact, but it is a perfect statement to his obliviousness and an
excellent end to the story.; And, at a time when most love stories involve
copious displays of skin, it's a rare pleasure to see so much emotion
brought to the screen by a single kiss.; She says, ""You presume
to know me"", and he replies, ""In my heart I know you intimately.""; Daly's technique of shooting indoor
scenes closer up than normal gives an intimacy and presence that I have
not seen before.; Distributor: Sony Pictures Classics Jane Austen, considered by many literary critics to be among the
first of the ""modern"" writers, is perhaps best known for creating
believable, strong-willed, independent female characters in an era when
women in books were often little more than window dressing or plot
devices.","There is not even a mediocre
performance.; Some fun costumes might have helped ease the pain of sitting
through PERSUASION, considering that all these dull people do is talk
and eat.; Full of performances that could have been
done better by hand puppets, sloppy direction, and a script that's
nearly impossible to follow, PERSUASION has very little to redeem it.; I don't think so, seeing how she spends the entire film
just gawking at things like a wide-eyed Chihuahua and then whining
about them.; Instead, to break up the monotony of the
cramped sitting room settings, director Roger Michell opted for totally
inappropriate MTV-style moving camerawork to capture the sheer nothing
that is going on."
828220.0,Fallout,1963.0,"For three quarters of the 
film, Palumbo does an excellent job exploring the issue.; There's a concern about 
sanitation and privacy -- facets of human existence we rarely consider 
in our day-to-day lives.; With no food 
available, the characters' energy level is low, and this adds to the 
ominous sense of claustrophobia -- an atmosphere that becomes 
increasingly pervasive as the drama and tension build in tandem.; Palumbo pays careful attention to fine detail.; He's focused on these 
people as they are now, in the bunker.","One of FALLOUT's few failings is a too-facile ending.; Another is 
the lack of character depth.; With a shooting budget of $90,000, 
Palumbo couldn't film a disaster movie, so he did his best to simulate 
the catastrophe with sound effects, smoke, and fire.; Divorced?; This film could be considered a thriller or a drama -- either is 
applicable."
831446.0,Paradise Road,1999.0,"And, while one of PARADISE ROAD's themes is the barbarity of 
war, it manages to present its case without demonizing the Japanese 
(indeed, it goes to great pains to paint a few of them as sympathetic).; Frances McDormand, who has a remarkable ability to take on
extraordinarily different characters plays Dr Verstak, a German Jew, who in
McDormands unique style is somewhat odd, but quite charismatic.; Yet, even though PARADISE 
ROAD is ultimately about the triumph over adversity, the script never 
forgets that for everyone who overcomes seemingly-impossible obstacles, 
there are many who stumble along the way, never to rise again.; Paradise Road is based on the true story of a group of women and children
who were captured and taken to a Japanese POW camp after swimming to the
shores of Sumatra from their sinking ship.; For the women in this film paradise is freedom, and the road to freedom is
a long and arduous one along which many will fall.","The screen
adaptation suffers from the lack of any narrative drive.; The story is true and the
actresses are appealing and neither of these is a reason to recommend
this exceptionally uninteresting movie.; PARADISE ROAD gets my vote for Most Boring Movie of the Year.; And Francis McDormand speaks in a campy
German accent.; However, apart from those stated 
similarities, there's little to connect the two films."
839860.0,Jeepers Creepers,1996.0,"One of the things that makes Joy Ride so enjoyable is the fact you never see
the bad guy.; Jeepers Creepers is a functional, crafty, genuinely
scary little chiller that delivers exactly what it
promises and more.; Gina Philips and Justin Long create credible teenagers facing an
unknowing, evil force.; But
that is part of the fun of ""Jeepers Creepers"" - its vagueness supplies the
chills, especially in the final, haunting shot.; Sure, my proposal is overly reliant on luck and good timing, but
compared to what is presented onscreen, it is pure genius.","The story is banal enough, with decent performers
like Selma Blair (""Cruel Intentions"") and Max Beesley (""The Last
Minute"") unable to do much with a script devoid of wit to say
nothing of credibility.; But director Dana Lustig makes matters
worse with some film-school, music-video jump cuts, excessive
use of a blue filter at one point during a car chase, and generic,
intrusive rock music.; Rated R.  Running time: 89 minutes.; After all, even a pretty
woman like Shawn can't bear to live without this jerk, and despite
her knockout of a figure and her tasteful, black, urban threads,
she sees no prospect of something better.; Creepers' first half is very promising, but then writer/director/child
molester Victor Salva (Powder) starts in with the typical horror clichés."
858457.0,Drinking Games,2000.0,"Dinah Leffert, who plays the 
sexually voracious Whitney, is especially noteworthy.; Please direct comments/criticisms of the review to relevant newsgroups.; The six friends -- Noah (Christian Leffler), Whitney (Dinah 
Leffert), Scott (Geoffrey Smith), JC (Brian Anthony), Alex (Melanie 
Koch), and Heather (Andrea White) -- gather following the funeral of 
Tara, a member of their inner circle who recently committed suicide.","It's all pretty 
routine and predictable -- writer/director Joseph Lawson never attempts 
anything daring or original.; Few of the conversations are 
interesting, because none of the characters attains any aspect of three-
dimensionality.; United States, 1996
Shown at the 1996 SXSW Film Festival
Running Length: 1:34
MPAA Classification: No MPAA Rating (Mature themes, profanity, sex)
Theatrical Aspect Ratio: 1.85:1 Cast: Christian Leffler, Dinah Leffert, Geoffrey Smith, Brian Anthony, 
      Melanie Koch, Andrea White, Jason Frazier, Gina Marie Gian
Director: Joseph Lawson
Producers: Scott Burgin, Joseph Lawson
Screenplay: Joseph Lawson
Cinematography: Marc Greenfield DRINKING GAMES is an uninspired, often-insipid Generation X version 
of THE BIG CHILL.; From start to finish, this 
movie is derivative.; We're a fly on the wall, watching these people as they 
drink themselves into oblivion as a balm to their grief, but we never 
get a sense of any genuine personalities beneath all the dialogue."
861047.0,While You Were Sleeping,2000.0,"I recommend it very highly.; I recommend it very highly.; Peter Boyle is
terrific as the family patriarch (affectionately referred to as ""Ox"" in
the film) with Glynis Johns and Micole Mercurio also good as the
grandmother and mother.; Peter Boyle is
terrific as the family patriarch (affectionately referred to as ""Ox"" in
the film) with Glynis Johns and Micole Mercurio also good as the
grandmother and mother.; The best
romantic comedies strike a delicate balance between complicated
situations that border on fantasy and believable characters that seem
like real people.","Or is this just a
bad idea altogether and should she somehow try to marry Peter?; I found myself wondering however
why they released what was clearly a Christmas movie in April.; It's
predictable at best and just plain dull most of the time, focusing ad
nauseam on Lucy's moral dilemma about whether or not to end her charade.; Peter's dysfunctional family is good for a few laughs, but otherwise I
barely cracked a smile.; Peter Gallagher ends up playing
Peter as mostly befuddled, and not very interesting."
